sentences,tokens,tags
"পরিবেশ অধিদপ্তরের এক সংবাদ বিজ্ঞপ্তিতে বলা হয়, সিলগালা করা কারখানাগুলো হলো—চাঁদনী টেক্সটাইল মিলস লিমিটেড, সীমা টেক্সটাইল মিলস লিমিটেড, এসএস ডাইং, রানা এন্টারপ্রাইজ লিমিটেড, নূরে মদিনা ডাইং মিলস, ইভানা ডাইং মিলস লিমিটেড ও সুগন্ধা ডাইং মিলস লিমিটেড।","['পরিবেশ', 'অধিদপ্তরের', 'এক', 'সংবাদ', 'বিজ্ঞপ্তিতে', 'বলা', 'হয়', '<PUNCT>', 'সিলগালা', 'করা', 'কারখানাগুলো', 'হলো', '<PUNCT>', 'চাঁদনী', 'টেক্সটাইল', 'মিলস', 'লিমিটেড', '<PUNCT>', 'সীমা', 'টেক্সটাইল', 'মিলস', 'লিমিটেড', '<PUNCT>', 'এসএস', 'ডাইং', '<PUNCT>', 'রানা', 'এন্টারপ্রাইজ', 'লিমিটেড', '<PUNCT>', 'নূরে', 'মদিনা', 'ডাইং', 'মিলস', '<PUNCT>', 'ইভানা', 'ডাইং', 'মিলস', 'লিমিটেড', 'ও', 'সুগন্ধা', 'ডাইং', 'মিলস', 'লিমিটেড', '<PUNCT>']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
রাষ্ট্রায়ত্ত টেলিযোগাযোগ সেবাদাতা প্রতিষ্ঠান বাংলাদেশ টেলিকমিউনিকেশন কোম্পানি লিমিটেড (বিটিসিএল) ২৪ ঘণ্টার একটি সার্বক্ষণিক কল সেন্টার '১৬৪০২' চালু করেছে।,"['রাষ্ট্রায়ত্ত', 'টেলিযোগাযোগ', 'সেবাদাতা', 'প্রতিষ্ঠান', 'বাংলাদেশ', 'টেলিকমিউনিকেশন', 'কোম্পানি', 'লিমিটেড', '<PUNCT>', 'বিটিসিএল', '<PUNCT>', '২৪', 'ঘণ্টার', 'একটি', 'সার্বক্ষণিক', 'কল', 'সেন্টার', '<PUNCT>', '১৬৪০২', '<PUNCT>', 'চালু', 'করেছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"অভিযোগে বলা হয়, প্রকল্পটি অনুমোদনের ১৩ মাস আগে ২০১২ সালের ২৫ সেপ্টেম্বর চীনের ঠিকাদারি প্রতিষ্ঠান মেসার্স চায়না সিএএমসি ইঞ্জিনিয়ারিং কোম্পানি লিমিটেডের সঙ্গে ঢাকা ওয়াসা চুক্তি করে।","['অভিযোগে', 'বলা', 'হয়', '<PUNCT>', 'প্রকল্পটি', 'অনুমোদনের', '১৩', 'মাস', 'আগে', '২০১২', 'সালের', '২৫', 'সেপ্টেম্বর', 'চীনের', 'ঠিকাদারি', 'প্রতিষ্ঠান', 'মেসার্স', 'চায়না', 'সিএএমসি', 'ইঞ্জিনিয়ারিং', 'কোম্পানি', 'লিমিটেডের', 'সঙ্গে', 'ঢাকা', 'ওয়াসা', 'চুক্তি', 'করে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
বিভিন্ন দেশে বসবাসরত প্রবাসী বাংলাদেশিরা এখন তাঁদের কষ্টার্জিত অর্থ বাংলাদেশ কমার্স ব্যাংক লিমিটেডের (বিসিবিএল) মাধ্যমে দেশে পাঠাতে পারবেন।,"['বিভিন্ন', 'দেশে', 'বসবাসরত', 'প্রবাসী', 'বাংলাদেশিরা', 'এখন', 'তাঁদের', 'কষ্টার্জিত', 'অর্থ', 'বাংলাদেশ', 'কমার্স', 'ব্যাংক', 'লিমিটেডের', '<PUNCT>', 'বিসিবিএল', '<PUNCT>', 'মাধ্যমে', 'দেশে', 'পাঠাতে', 'পারবেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"আমার সব শঙ্কা কাটিয়ে ইস্টার্ন ব্যাংক লিমিটেডের ক্যাপাসিটি এনহ্যানচমেন্ট সেন্টারের প্রধান ফজলুর রশিদ জানালেন, এই কক্ষটিই আমাদের 'ইবিএল নেস্ট'।","['আমার', 'সব', 'শঙ্কা', 'কাটিয়ে', 'ইস্টার্ন', 'ব্যাংক', 'লিমিটেডের', 'ক্যাপাসিটি', 'এনহ্যানচমেন্ট', 'সেন্টারের', 'প্রধান', 'ফজলুর', 'রশিদ', 'জানালেন', '<PUNCT>', 'এই', 'কক্ষটিই', 'আমাদের', '<PUNCT>', 'ইবিএল', 'নেস্ট', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"কক্ষ ছাড়তে ছাড়তে মনে হলো, মতিঝিলের স্বাধীনতা ভবনের ইস্টার্ন ব্যাংক লিমিটেডের শাখার এ কক্ষটি সত্যিই যেন পাখির নীড়ের মতো শান্ত।","['কক্ষ', 'ছাড়তে', 'ছাড়তে', 'মনে', 'হলো', '<PUNCT>', 'মতিঝিলের', 'স্বাধীনতা', 'ভবনের', 'ইস্টার্ন', 'ব্যাংক', 'লিমিটেডের', 'শাখার', 'এ', 'কক্ষটি', 'সত্যিই', 'যেন', 'পাখির', 'নীড়ের', 'মতো', 'শান্ত', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ন্যাশনাল হাউজিং ফাইন্যান্স অ্যান্ড ইনভেস্টমেন্টস লিমিটেড ২০১৪ সালের শেয়ারধারীদের জন্য ১৫ শতাংশ নগদ লভ্যাংশ অনুমোদন করেছে।,"['ন্যাশনাল', 'হাউজিং', 'ফাইন্যান্স', 'অ্যান্ড', 'ইনভেস্টমেন্টস', 'লিমিটেড', '২০১৪', 'সালের', 'শেয়ারধারীদের', 'জন্য', '১৫', 'শতাংশ', 'নগদ', 'লভ্যাংশ', 'অনুমোদন', 'করেছে', '<PUNCT>']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বগুড়ার বেসরকারি সংস্থা টিএমএসএস পত্রিকায় বিজ্ঞপ্তি দিয়ে তাদের অঙ্গপ্রতিষ্ঠান মেসার্স বিল্ডিং কনস্ট্রাকশন লিমিটেড (বিসিএল) পেপার মিলে অনুমোদনের অতিরিক্ত গ্যাস ব্যবহারের দায় স্বীকার করে নিয়েছে।,"['বগুড়ার', 'বেসরকারি', 'সংস্থা', 'টিএমএসএস', 'পত্রিকায়', 'বিজ্ঞপ্তি', 'দিয়ে', 'তাদের', 'অঙ্গপ্রতিষ্ঠান', 'মেসার্স', 'বিল্ডিং', 'কনস্ট্রাকশন', 'লিমিটেড', '<PUNCT>', 'বিসিএল', '<PUNCT>', 'পেপার', 'মিলে', 'অনুমোদনের', 'অতিরিক্ত', 'গ্যাস', 'ব্যবহারের', 'দায়', 'স্বীকার', 'করে', 'নিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বকেয়া বেতনের দাবিতে নারায়ণগঞ্জে সেনসিবল ফ্যাশন লিমিটেড নামের একটি পোশাক কারখানার শ্রমিকেরা বিক্ষোভ করেছেন।,"['বকেয়া', 'বেতনের', 'দাবিতে', 'নারায়ণগঞ্জে', 'সেনসিবল', 'ফ্যাশন', 'লিমিটেড', 'নামের', 'একটি', 'পোশাক', 'কারখানার', 'শ্রমিকেরা', 'বিক্ষোভ', 'করেছেন', '<PUNCT>']","['O', 'O', 'O', 'B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বর্তমানে নিউমুরিং কনটেইনার টার্মিনালের দুটি জেটি সনাতন পদ্ধতিতে পরিচালনা করছে বেসরকারি প্রতিষ্ঠান সাইফ পাওয়ারটেক লিমিটেড।,"['বর্তমানে', 'নিউমুরিং', 'কনটেইনার', 'টার্মিনালের', 'দুটি', 'জেটি', 'সনাতন', 'পদ্ধতিতে', 'পরিচালনা', 'করছে', 'বেসরকারি', 'প্রতিষ্ঠান', 'সাইফ', 'পাওয়ারটেক', 'লিমিটেড', '<PUNCT>']","['O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"সাইফ পাওয়ারটেক লিমিটেডের সঙ্গে বন্দরের চুক্তি অনুযায়ী, আগামী জুলাই মাস পর্যন্ত এনসিটির দুটি জেটিতে কনটেইনার ওঠানো-নামানোর কাজ করবে প্রতিষ্ঠানটি।","['সাইফ', 'পাওয়ারটেক', 'লিমিটেডের', 'সঙ্গে', 'বন্দরের', 'চুক্তি', 'অনুযায়ী', '<PUNCT>', 'আগামী', 'জুলাই', 'মাস', 'পর্যন্ত', 'এনসিটির', 'দুটি', 'জেটিতে', 'কনটেইনার', 'ওঠানো', '<PUNCT>', 'নামানোর', 'কাজ', 'করবে', 'প্রতিষ্ঠানটি', '<PUNCT>']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এ প্রতিযোগিতার পৃষ্ঠপোষকতায় রয়েছে রবি আজিয়াটা লিমিটেড ও আনোয়ার ইস্পাত।,"['এ', 'প্রতিযোগিতার', 'পৃষ্ঠপোষকতায়', 'রয়েছে', 'রবি', 'আজিয়াটা', 'লিমিটেড', 'ও', 'আনোয়ার', 'ইস্পাত', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O']"
"গার্ডিয়ানের খবর বলছে, এসেল গ্রুপ অস্ট্রেলিয়ায় 'অস্ট্রেলিয়ান ক্রিকেট কন্ট্রোল প্রাইভেট লিমিটেড' নামের একটি প্রতিষ্ঠান নিবন্ধন করার চেষ্টা করেছিল।","['গার্ডিয়ানের', 'খবর', 'বলছে', '<PUNCT>', 'এসেল', 'গ্রুপ', 'অস্ট্রেলিয়ায়', '<PUNCT>', 'অস্ট্রেলিয়ান', 'ক্রিকেট', 'কন্ট্রোল', 'প্রাইভেট', 'লিমিটেড', '<PUNCT>', 'নামের', 'একটি', 'প্রতিষ্ঠান', 'নিবন্ধন', 'করার', 'চেষ্টা', 'করেছিল', '<PUNCT>']","['B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বিখ্যাত বিএমডব্লু কোম্পানি তাদের 'লিমিটেড এডিশনের' গাড়িগুলোর একটি টেন্ডুলকারকে দিয়েছিল ব্রেকটা পরীক্ষা করে দেখার জন্য।,"['বিখ্যাত', 'বিএমডব্লু', 'কোম্পানি', 'তাদের', '<PUNCT>', 'লিমিটেড', 'এডিশনের', '<PUNCT>', 'গাড়িগুলোর', 'একটি', 'টেন্ডুলকারকে', 'দিয়েছিল', 'ব্রেকটা', 'পরীক্ষা', 'করে', 'দেখার', 'জন্য', '<PUNCT>']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"সেবা শিল্পের পাঁচজন হলেন নাভানা রিয়েল এস্টেটের ভাইস চেয়ারম্যান সাজেদুল ইসলাম, এসটিএস হোল্ডিংসের এমডি খন্দকার মনির উদ্দীন, শান্তা প্রপার্টিজের পরিচালক জেসমিন সুলতানা, নাভানা লিমিটেডের চেয়ারম্যান শফিউল ইসলাম ও শেলটেক (প্রা.)","['সেবা', 'শিল্পের', 'পাঁচজন', 'হলেন', 'নাভানা', 'রিয়েল', 'এস্টেটের', 'ভাইস', 'চেয়ারম্যান', 'সাজেদুল', 'ইসলাম', '<PUNCT>', 'এসটিএস', 'হোল্ডিংসের', 'এমডি', 'খন্দকার', 'মনির', 'উদ্দীন', '<PUNCT>', 'শান্তা', 'প্রপার্টিজের', 'পরিচালক', 'জেসমিন', 'সুলতানা', '<PUNCT>', 'নাভানা', 'লিমিটেডের', 'চেয়ারম্যান', 'শফিউল', 'ইসলাম', 'ও', 'শেলটেক', '<PUNCT>', 'প্রা', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
